id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
912789472834374846,27,26,2,4.78,4.85,4.81,4.81,4.93,5,4.7,2.2
912794676013031309,16,16,2,4.94,4.94,4.88,4.94,4.94,4.94,4.94,1.49
912799670476151764,29,29,2,4.93,4.93,4.86,4.93,5,4.79,4.83,2.7
912805755968305864,4,4,2,5,5,4.75,5,5,5,4.75,0.37
912811565160519081,21,21,0,4.76,4.81,4.9,5,5,4.86,4.81,1.98
912816055467010945,12,11,0,4.83,4.92,4.67,4.67,4.92,4.83,4.67,0.97
912820689350734795,36,36,2,4.92,4.89,4.89,4.81,5,4.89,4.89,3.01
912836715508766624,17,17,2,4.65,4.69,4.63,4.81,5,4.88,4.63,1.67
912954196874240431,27,26,2,4.89,4.93,4.89,5,4.93,4.78,4.85,2.19
913007670591253524,32,30,2,4.91,4.91,4.88,4.88,4.94,4.66,4.84,2.56
913020375584645124,31,31,1,5,4.94,4.97,4.97,5,4.97,4.87,2.71
913075818846860839,23,23,1,4.65,4.78,4.61,4.74,4.91,4.57,4.7,2.02
913078272420239415,30,30,3,4.73,4.59,4.52,4.72,4.72,4.52,4.72,2.73
913082947963124825,31,31,0,4.29,4.26,4.32,4.48,4.61,4.39,4.35,2.73
913085070273893472,24,24,2,4.58,4.46,4.33,4.46,4.71,4.63,4.42,2.14
913314635442639211,2,2,0,5,5,5,5,5,4.5,4.5,0.19
913407563947135349,41,41,6,4.93,4.83,4.88,4.9,4.83,4.59,4.73,3.53
913521906125182105,7,7,0,4.29,4.71,4.29,4.71,4.71,4.71,4.43,0.61
913536451520424818,42,41,5,4.86,4.88,4.79,4.74,4.88,4.6,4.74,3.39
913600686588036858,38,37,2,4.89,4.79,4.89,4.76,4.87,4.68,4.66,3.06
913653769454193171,10,10,0,4.8,4.7,4.9,4.4,4.9,4.5,4.7,1.64
913661678207017093,25,25,1,4.88,4.76,4.76,4.76,4.96,4.72,4.64,2.74
913667881202190595,6,6,0,5,5,5,5,5,4.83,5,0.52
913672590797174278,14,14,0,4.79,4.71,4.86,4.86,4.86,4.71,4.57,2.31
913679254869196018,25,25,1,4.8,4.76,4.68,4.84,4.84,4.8,4.84,2.56
913720117408697305,13,13,1,4.77,4.77,4.62,4.92,4.85,4.77,4.62,1.09
913726561220282768,11,11,1,4.82,4.82,4.82,4.55,4.91,4.73,4.55,0.95
914001948186290663,23,22,1,4.7,4.96,4.65,4.74,5,5,4.78,1.85
914038208852706506,0,0,0,,,,,,,,
914042360108326299,11,11,0,4.45,4.73,4.36,4.45,4.55,4.82,4.45,0.96
914052896982301905,14,14,2,4.36,4.29,4.5,4.93,4.93,4.57,4.36,1.31
914137661414731965,18,18,0,4.44,4.56,4.17,4.72,4.83,4.56,4.33,1.58
914179802081975911,19,19,1,4.89,4.95,4.68,4.84,5,4.89,4.79,1.63
914232210970757076,39,39,3,4.82,4.79,4.84,4.82,4.95,4.79,4.71,3.24
914257658677337354,10,10,0,4.1,4.5,4.5,4.9,4.7,4.5,4.4,0.84
914259750826125111,7,7,0,4.57,4.71,4.57,5,4.86,4.86,4.71,0.61
914371051847407230,14,14,0,4.43,4.21,4.29,4.57,4.64,4.71,4.29,1.48
914389248448303075,9,9,0,4.44,4.67,4.67,4.89,4.89,5,4.56,0.77
914399715717964514,4,4,0,4,4,3.75,4.5,4.25,4.25,4,0.36
914402641780727501,11,10,1,4.82,4.73,4.55,4.73,5,4.73,4.82,0.9
914751285533526908,2,2,0,5,4.5,5,4.5,4.5,4.5,4.5,0.18
914789146673333851,31,30,2,4.52,4.71,4.42,4.77,4.94,4.71,4.55,2.51
914794023904582846,10,10,0,4.7,4.8,4.5,4.8,4.9,4.8,4.7,0.9
914803319010938094,1,1,0,3,4,3,5,5,5,3,0.12
914815958173897117,2,2,0,5,5,5,5,5,5,5,0.59
914823404437232625,20,19,1,5,5,5,5,5,5,4.9,1.63
914824086363636834,5,5,1,4.6,4.6,4.8,4.8,4.8,5,4.8,0.56
914830738760285770,3,3,0,4,4,3.67,5,5,4.33,3.67,0.45
914838165914081750,4,4,1,5,5,4.5,4.75,5,5,4.75,0.57
914847205525460029,2,2,1,5,3.5,4.5,5,5,5,5,0.43
914853163342924825,4,4,0,4,4.25,3.25,4.5,5,4.5,3.75,0.62
914864055175060677,20,20,2,4.25,4.3,4.25,4.5,4.55,4.35,4.05,1.74
914864064469529187,20,20,0,4.15,3.9,4.25,4.4,4.4,4.45,4.05,1.68
914866668368658424,40,40,1,4.9,4.93,4.88,4.88,4.9,4.93,4.83,3.51
914893067137566778,29,26,1,4.83,4.83,4.86,4.9,4.93,4.69,4.66,2.33
914915418941618288,14,14,1,4.21,4.5,4.36,4.21,4.36,4.43,4.43,1.15
914989125227430657,37,37,4,4.86,4.78,4.81,4.51,4.86,4.54,4.78,3.18
915086446743679980,13,13,1,4.54,4.46,4.46,4.38,5,4.77,4.31,1.18
915086538309748128,17,17,0,4.88,4.88,4.82,4.82,5,4.88,4.82,1.46
915093353953337885,6,6,1,4.83,4.8,4.6,5,5,4.8,4.8,0.79
915123993863037657,18,18,2,4.11,4.17,4.39,4.33,4.61,4.11,4.11,1.51
915135756814805104,19,19,2,4.21,4.33,4.39,4.56,4.61,4.17,4.11,1.56
915142718182543709,29,29,2,4.79,4.86,4.86,4.86,4.86,4.41,4.69,2.6
915152518382882111,27,27,1,4.96,4.93,4.93,4.81,4.96,4.59,4.78,2.52
915228121162541263,24,23,0,4.46,4.38,4.75,4.42,4.79,4.67,4.67,1.94
915528151021700798,15,14,3,4.13,4.33,4.33,4.33,4.33,4.4,4.27,1.21
915588069663839851,16,16,0,4.94,4.94,4.94,5,4.94,4.94,4.69,1.38
915617366481741422,0,0,0,,,,,,,,
915661265870543028,0,0,0,,,,,,,,
915704275418365391,27,27,4,4.89,5,4.85,5,5,4.78,4.89,2.4
915740191586829506,45,45,5,4.87,4.95,4.82,4.8,4.95,4.84,4.75,3.86
915797535820097215,12,12,0,4.08,4,4,4.33,4.17,4.25,4.08,1.06
915997277623055743,22,22,2,4.59,4.45,4.36,4.64,4.73,4.73,4.27,1.85
916122344803404111,37,37,4,4.97,4.86,4.95,4.84,4.97,4.68,4.81,3.07
916156340215900777,7,7,1,4.14,4.29,4.29,4.43,4.57,3.86,4.14,0.62
916165295484780796,22,22,3,4.68,4.77,5,4.95,4.95,4.57,4.64,1.98
916811781610363681,2,2,0,4,4.5,4.5,4.5,5,4,4,0.66
916923782957248249,7,7,0,3.86,4.29,4.43,3.57,4.57,4.29,3.86,1.13
916935117377071585,49,47,3,4.65,4.76,4.8,4.92,4.94,4.76,4.73,3.96
916991657427861412,26,26,3,4.88,4.85,4.88,4.54,4.81,4.77,4.62,2.25
917014006911839438,19,18,0,4.79,4.89,4.84,4.84,4.89,4.68,4.79,1.54
917046059052143301,2,2,0,5,5,5,5,5,5,5,0.17
917052902897224123,5,5,0,4.8,5,4.8,4.8,5,4.8,4.8,0.41
917058613349503935,2,2,0,4.5,5,4,5,5,5,5,0.2
917091953601412305,6,6,0,4.17,4.17,5,4.17,4.83,4.5,4.17,0.63
917123598555350146,9,9,0,4.56,4.33,4.11,4.56,4.78,4.56,4.22,0.78
917284941097035833,3,3,1,5,5,4.67,4.67,5,4,4.67,0.37
917332041202144770,12,12,1,4.83,4.82,4.82,5,4.91,4.9,4.91,1.01
917530606886516306,39,39,3,4.9,4.87,4.9,4.9,4.97,4.72,4.85,3.22
917534779320375898,3,3,1,5,5,5,5,5,4.33,5,0.64
917654389728814696,10,10,1,4.2,4.1,4.4,4.8,4.5,4.2,4.2,0.84
917659519669661966,8,8,1,4.75,4.38,4.75,4.63,4.88,4.5,4.63,1.66
917659538074655301,0,0,0,,,,,,,,
917690688832481806,2,2,0,3.5,3,3,4,4,4,3,0.5
917698586973292117,2,2,0,5,4.5,4.5,5,5,5,4.5,0.33
917704778860496347,5,5,0,4.2,4.6,3.8,4.6,5,4.8,4,0.68
917709839267071519,0,0,0,,,,,,,,
917714551778212550,1,1,0,5,4,5,5,5,5,5,0.25
917719415589724410,4,4,0,4.75,4.5,3.5,4.75,5,5,4.5,0.61
917928182915304666,47,47,6,4.98,4.98,4.96,5,5,4.96,4.91,4.91
917939262672529746,2,2,0,5,5,5,5,5,5,5,0.27
917982549812554513,22,21,1,4.5,4.81,4.67,4.9,4.9,4.76,4.33,1.8
918020216360925747,45,44,3,4.58,4.69,4.53,4.8,4.93,4.82,4.49,3.65
918037415523826222,40,40,4,4.65,4.68,4.5,4.85,4.85,4.85,4.58,3.32
918080480746297914,19,19,3,4.53,4.58,4.79,4.79,5,4.21,4.47,2.97
918349814315481717,40,40,1,4.68,4.83,4.9,4.7,4.8,4.85,4.7,3.42
918360625949178216,4,4,1,5,5,5,5,5,5,4.75,1.69
918426752241708524,8,8,0,4.38,4.38,4.63,5,4.63,5,4.13,0.9
918443338762998027,29,29,1,4.31,4.41,4.28,4.76,4.72,4.1,4.41,2.91
918458467644069985,25,25,1,4.68,4.68,4.76,4.76,4.92,4.76,4.6,2.15
918482594645405604,11,11,0,4.55,4.64,4.55,4.73,4.82,4.91,4.18,1.21
918535105666493199,31,31,1,4.65,4.71,4.74,4.77,4.74,4.29,4.74,2.62
918559037252106515,8,8,0,4.38,4.63,4.5,4.13,4.75,4.63,4.38,0.72
918726670218143953,26,26,3,4.88,4.92,4.81,4.77,4.88,4.96,4.85,2.37
918728884103914395,15,15,0,4.8,4.67,4.73,4.87,5,4.6,4.33,1.32
918960025972651640,2,2,0,5,5,5,5,5,5,5,0.18
919002962731904606,51,51,7,4.71,4.73,4.8,4.76,4.9,4.69,4.61,4.81
919057018930008990,22,22,0,4.91,4.95,4.82,4.91,5,4.64,4.73,1.93
919078737381366563,19,19,1,4.89,4.89,4.74,4.89,4.89,4.58,4.89,1.61
919137069059953241,18,18,0,4.44,4.56,4.61,4.33,4.61,4.5,4.67,1.6
919138110198652567,16,16,2,4.31,4.44,4.81,4.38,4.75,4.19,4.25,1.33
919141430257340289,10,10,0,4.4,4.6,4.8,4.7,4.7,4.5,4.6,0.85
919294204400480140,5,5,0,4.2,4,4.8,4.4,4.4,4.2,4.2,0.56
919442525575489328,59,59,4,4.69,4.64,4.54,4.9,4.85,4.85,4.63,4.9
919457718126960038,21,21,1,4.67,4.52,4.48,4.67,4.76,4.9,4.24,1.76
919554399343916957,3,3,1,5,5,5,5,5,5,5,0.4
919788989720134863,34,34,3,4.82,4.79,4.91,4.85,4.79,4.85,4.76,3.25
919791783467544914,48,48,4,4.92,4.94,4.75,4.81,4.96,4.9,4.85,4.16
919801320385126890,1,1,0,5,5,5,5,5,5,5,0.15
919803318330450323,1,1,0,4,5,5,5,5,5,3,0.16
919807776194917428,25,25,3,4.88,4.92,4.76,4.84,4.76,4.88,4.72,2.31
919856433504702609,5,5,2,5,5,5,5,5,5,5,1.63
919884086745990589,52,52,3,4.81,4.77,4.79,4.73,4.92,4.56,4.69,4.31
919939736410821202,25,25,0,4.64,4.68,4.84,4.52,4.8,4.6,4.64,2.19
919971328292557755,38,38,6,4.89,4.89,4.84,4.86,4.95,4.81,4.89,3.27
919999629693147728,27,27,0,4.7,4.78,4.74,4.81,4.63,4.63,4.52,2.86
920040051014996191,68,68,5,4.71,4.74,4.68,4.68,4.79,4.75,4.63,5.68
920156731000636487,11,11,0,4.64,4.91,4.64,4.82,4.82,4.36,4.55,0.9
920172581901114718,30,30,3,4.77,4.77,4.7,4.9,4.87,4.9,4.6,2.65
920639744588060907,43,43,10,4.88,4.9,4.9,4.85,4.9,4.88,4.83,3.69
920649393362209220,64,64,9,4.86,4.91,4.81,4.89,4.91,4.81,4.81,5.49
920664867366989256,53,53,7,4.89,4.92,4.94,4.89,4.89,4.81,4.75,4.72
920667112349413833,35,35,2,4.91,4.97,4.91,4.91,4.97,4.83,4.89,3.26
920670325415056282,57,57,12,4.88,4.86,4.88,4.84,4.93,4.84,4.79,5.09
920696722065187957,8,8,3,5,5,5,5,5,5,5,2.82
920821913155829707,24,24,4,4.83,5,4.75,4.96,4.83,4.71,4.79,2.94
920832170475043181,20,20,3,4.75,4.9,4.65,4.7,4.65,4.7,4.7,2.03
920956823014536168,21,21,2,4.86,4.9,4.76,5,4.95,4.95,4.86,1.86
920957829169305488,23,23,3,4.78,4.78,4.65,4.87,4.83,4.87,4.87,2.4
921387382898681358,30,30,4,4.67,4.77,4.7,4.7,4.87,4.76,4.6,2.7
921404659501036212,53,53,3,4.89,4.94,4.87,4.87,4.96,4.7,4.81,4.39
921573379509288187,14,14,1,4.29,4.36,4.57,4.71,4.71,4.79,4.5,1.56
921601496310312517,5,5,0,4.6,4.6,4.8,4.6,4.8,4.8,4.8,0.42
921650808475638977,42,42,4,4.81,4.76,4.86,4.69,4.79,4.74,4.79,4.09
921652305265934425,20,20,2,4.3,4.6,4.5,4.85,4.95,4.5,4.5,1.71
921744847518993559,20,20,0,4.7,4.8,4.65,4.85,4.85,4.75,4.7,1.68
921851221849870146,58,58,4,4.71,4.66,4.69,4.83,4.93,4.9,4.71,4.99
922002339729926767,39,39,2,4.87,4.82,4.79,4.82,4.87,4.92,4.9,3.35
922007761345979325,5,5,0,3.6,3.6,3.6,3.4,4,3.8,3.6,0.5
922113934946461977,20,20,0,4.6,4.55,4.5,4.6,4.75,4.8,4.65,2.25
922139278718699853,28,28,1,4.71,4.79,4.46,5,4.89,4.89,4.75,2.35
922152716807534451,6,6,0,4.33,4.5,4.5,5,4.5,4.83,4.5,0.65
922172144487988726,8,8,0,4.75,4.88,4.25,4.5,4.5,4.75,4.63,0.69
922201526724818241,4,4,1,4.5,4.25,4,4.75,4.75,4.25,4,0.35
922205648668567456,12,12,0,4.42,4.42,4.58,4.5,4.67,4.67,4.42,1.44
922212558268123104,17,17,2,4.65,4.76,4.59,4.53,4.82,4.82,4.35,1.47
922214270048442338,13,13,1,4.92,4.77,4.92,4.85,4.92,4.77,4.69,1.14
922216134314865372,5,5,1,4.6,4.6,4.2,4.8,4.8,4.8,4.4,0.45
922240247816684220,7,7,0,4.29,4.86,3,4.43,4.43,4.86,4.29,0.88
922251508705560932,0,0,0,,,,,,,,
922289629589307804,19,19,1,4.53,4.68,4.26,4.63,4.84,4.47,4.37,1.64
922369704440519787,30,30,0,4.67,4.67,4.8,4.83,5,4.9,4.73,2.58
922398569871328534,13,13,1,4.77,4.67,4.5,4.75,5,4.92,4.67,1.16
922399038809541586,12,12,2,4.75,4.92,4.5,4.75,5,5,4.5,1.05
922399823245404031,18,18,1,4.83,4.88,4.65,4.76,4.88,4.94,4.71,2.6
922400333773827209,12,12,0,4.83,4.75,4.83,5,4.92,4.92,4.67,1.12
922400470572729072,10,10,2,5,4.9,4.9,5,5,5,5,1.84
922400517324332188,17,17,0,4.65,4.88,4.53,4.76,4.65,4.94,4.59,1.49
922400676907923618,4,4,0,4.5,4.5,4.25,4.75,5,4.75,4.25,0.87
922400710732206538,18,18,2,5,4.94,4.89,4.89,4.89,4.94,4.94,1.6
922401131292397902,4,4,0,5,5,5,5,5,5,5,0.78
922401137230387490,16,16,2,4.88,4.81,4.63,4.88,4.88,5,4.81,1.4
922651583585162223,40,40,5,4.8,4.6,4.8,4.63,4.9,4.33,4.63,3.41
922663400673597583,2,2,0,3.5,2.5,2.5,3.5,3.5,4,2.5,0.19
922711122084806166,15,15,2,4.73,5,4.71,4.86,4.93,4.86,4.5,1.34
922711455284771564,15,15,2,4.87,4.87,4.8,5,5,4.8,4.6,2.21
922711550989020218,19,19,1,4.95,4.84,4.89,5,5,4.84,4.84,1.62
922712247877344847,7,7,1,4.86,4.86,4.86,4.86,5,5,4.71,1.46
922713438974932993,17,17,1,4.76,4.88,4.47,4.82,4.94,4.76,4.71,1.44
922714032033961336,9,9,1,5,5,5,5,5,5,4.89,1.5
922714107257012478,11,11,0,4.91,4.73,4.82,5,5,4.91,4.91,0.95
922714213109243454,11,11,0,4.82,4.73,4.36,4.91,5,4.82,4.64,2.48
922873759575839340,30,30,1,4.47,4.43,4.13,4.6,4.9,4.8,4.4,2.64
922890776783200150,4,4,0,4.75,4.75,5,5,5,4.5,5,0.37
922913056268701314,53,53,1,4.89,4.9,4.77,4.71,4.94,4.98,4.67,4.45
922985844281146018,3,3,0,4,3.67,3.67,3.67,3.67,4,3.67,0.41
923012994855362460,19,19,2,4.58,4.68,4.42,4.95,4.89,4.74,4.58,2.37
923019032422012784,12,12,0,4.17,4.75,4.33,4.67,4.83,4.42,4,1.1
923081441056980617,11,11,0,4.91,5,4.82,5,5,4.91,5,1.15
923088070797984404,8,8,0,4.38,4.13,4.5,4.75,4.88,4.63,4.25,0.75
923132709196905769,28,28,2,4.36,4.5,4.21,4.61,4.71,4.75,4.32,2.32
923332916730593635,37,37,2,4.84,4.89,4.92,4.92,4.97,4.95,4.84,3.14
923420459694212226,0,0,0,,,,,,,,
923481076652929720,55,55,5,4.96,4.93,4.93,4.89,4.98,4.93,4.96,5.05
923530007140546040,15,15,0,4.33,4.47,4.53,4.47,4.53,4.27,4.4,1.3
923533636751068166,4,4,0,4.75,4.75,4.25,5,4.75,5,4.5,0.34
924008618384827595,19,19,0,4.68,4.68,4.58,4.58,4.89,4.74,4.68,2.14
924011467446955608,16,16,0,4.88,4.94,4.88,4.94,5,5,4.81,1.37
924153724238527351,10,10,0,4.8,4.8,4.9,5,5,4.9,4.6,1.03
924230101202327457,31,31,2,4.45,4.58,4.29,4.61,4.74,4.42,4.39,2.61
924255902573769463,14,14,1,4.86,4.64,4.86,4.57,4.64,4.43,4.86,2.53
924268142639569772,36,36,3,4.69,4.69,4.72,4.83,4.97,4.61,4.72,3.22
924277076586687666,2,2,0,5,4.5,4,5,5,5,4,0.34
924284012535292585,16,16,2,5,4.94,5,4.81,5,4.88,4.88,2.86
924307458063599859,4,4,1,5,5,5,4.75,5,5,5,0.72
924315334727653300,19,19,2,4.37,4.58,4.16,4.53,4.84,4.47,4.26,1.78
924340394945850701,2,2,0,4,4.5,3,4.5,5,4.5,5,0.17
924341200529884725,15,15,1,4.87,4.87,4.8,4.93,5,4.73,4.73,1.33
924362856760562611,12,12,1,4.92,4.67,4.83,4.92,5,4.75,4.75,1.06
924423486841077465,29,29,4,4.69,4.9,4.66,4.93,4.97,4.97,4.79,2.46
924497561008770234,4,4,0,4.75,5,5,5,5,5,4.5,0.52
924515973629159043,40,40,5,4.88,4.82,4.85,4.92,4.92,4.92,4.85,4.58
924834603067674458,6,6,0,4.83,4.83,5,5,5,4.83,4.67,0.57
924835829283266678,2,2,0,5,5,5,5,5,5,5,0.18
924896336103535393,38,38,6,4.95,4.87,4.97,4.95,4.89,4.82,4.71,3.27
924938121215913381,20,20,1,4.95,5,4.9,5,4.95,4.8,4.9,2.7
924962477208518839,16,16,0,4.75,4.75,4.75,4.56,4.88,4.88,4.75,1.37
925018291586959436,11,11,0,3.91,4.27,4.09,3.91,4.09,4.27,3.82,1.1
925057904836029675,29,29,2,4.45,4.66,4.31,4.28,4.76,4.72,4.52,2.64
925060646044386460,25,25,3,4.76,4.92,4.76,4.92,4.92,4.76,4.88,2.23
925070891279664417,3,3,0,3.67,3.67,3.67,3.67,3.67,4,4,0.27
925085965449958904,32,32,3,4.91,4.84,4.81,4.91,5,4.94,4.75,2.78
925093578024861598,11,11,0,4.45,4.64,4.27,4.64,4.45,4.27,4.45,1
925104217069982903,12,12,2,4.92,4.83,4.67,4.75,4.83,4.92,4.67,1.03
925105783634363103,20,20,1,4.75,4.9,4.85,4.8,4.95,4.6,4.7,1.8
925140011275752625,18,18,1,4.39,4.44,4.61,4.67,4.61,4.17,4.33,1.57
925212282613289179,4,4,2,4.75,5,5,4.75,5,4.75,4.75,2.18
925212784557405979,6,6,0,3.67,4.33,4.67,4,4.67,4.17,4,0.51
925222203483137279,2,2,0,1,1,1,3.5,3.5,4,1,0.23
925572673161368831,34,34,2,4.97,4.97,5,4.71,5,4.82,4.94,2.87
925583950645340125,24,24,1,4.83,4.88,4.75,4.92,5,4.79,4.75,2.06
925622845369697638,39,39,3,4.74,4.77,4.72,4.74,4.85,4.85,4.64,3.61
925651609741712733,15,15,0,4.4,4.47,4.27,4.13,4.8,4.67,4.33,1.36
925661917541588450,31,31,1,4.32,4.52,4.39,4.87,4.87,4.71,4.55,3.66
925724968338259736,10,10,0,4.8,4.6,4.9,5,4.8,5,4.7,0.86
925828744659916510,7,7,0,4,4.14,4.43,4.57,4.29,4.29,4.29,0.64
925966569484991186,0,0,0,,,,,,,,
925977527677808733,1,1,0,5,5,5,5,5,5,5,0.09
925981600556294482,3,3,0,5,5,5,5,4.67,5,5,0.31
926053630233040536,40,40,0,4.95,4.93,4.88,4.93,4.88,4.88,4.88,3.6
926327200189691907,18,18,1,4.61,4.83,4.83,4.28,4.72,4.61,4.61,1.61
926376547383380413,38,38,2,4.55,4.57,4.51,4.65,4.59,4.86,4.59,3.41
926401205679968715,26,26,2,4.38,4.5,4.27,4.46,4.77,4.69,4.46,2.34
926402814761280430,28,28,1,4.57,4.57,4.43,4.32,4.75,4.79,4.54,2.97
926406726808021056,31,31,5,4.77,4.8,4.7,4.7,4.83,4.93,4.8,2.85
926438024397969623,12,12,0,4.92,4.92,4.92,5,5,4.92,5,1.01
926443515117329428,31,31,3,4.71,4.71,4.35,4.77,4.74,4.77,4.61,2.77
926445904436002336,26,26,7,4.73,4.65,4.69,4.77,4.73,4.81,4.65,2.33
926449160947713534,29,29,2,4.59,4.41,4.55,4.38,4.62,4.79,4.69,2.65
926455273781398457,25,25,0,4.36,4.56,4.68,4.48,4.68,4.76,4.44,2.19
926459827665533658,37,37,4,4.62,4.7,4.54,4.43,4.76,4.81,4.54,3.28
926544299511406447,12,12,1,4.83,4.83,5,4.83,4.83,4.67,4.83,3.46
926635611610140048,8,8,1,4.88,4.88,4.88,5,5,4.75,4.63,2.61
926636621364151829,14,14,1,5,5,5,5,5,4.93,4.86,1.2
926671568902073580,12,12,1,4.25,4.33,4.58,4,4.67,4.08,4,1.08
927012822877595345,31,31,2,4.9,4.84,4.81,4.84,5,4.61,4.9,2.83
927034862743784867,18,18,1,4.78,4.61,4.72,4.72,4.89,4.83,4.67,2.13
927038722221991222,50,50,3,4.86,4.92,4.76,4.8,5,4.52,4.88,4.19
927053386981435096,6,6,0,4.83,4.83,5,4.67,5,5,4.83,0.56
927056682352180432,9,9,0,4.89,4.78,5,5,4.67,4.56,4.67,0.81
927058096294116981,10,10,0,4.9,4.8,4.9,4.9,4.6,4.8,4.8,0.9
927155060700016914,10,10,0,4.4,4.4,4.5,4.5,5,4.6,4.2,1.67
927231887448606563,4,4,0,3.75,3.75,4,5,5,4,4,0.36
927303009796263569,1,1,0,5,5,5,5,5,5,5,0.08
927336199386546208,28,28,1,4.93,4.79,4.89,4.86,4.96,4.64,4.79,3.18
927345419262106007,15,15,0,4.2,4.33,4.07,4.8,4.93,4.8,4.27,1.3
927405954568234697,4,4,0,4.5,4.5,4.75,4.25,4.75,4.5,4.75,0.35
927430138012576831,11,11,0,5,5,4.82,5,4.91,5,4.91,0.99
927786393931922368,11,11,2,4.55,4.91,4.82,5,4.82,4.82,4.82,1.02
927910635161204427,4,4,0,5,5,5,5,5,4.75,5,0.47
927928850279855467,10,10,1,4.4,4.4,4.7,4.1,4.3,4.5,4.3,1.65
927930490634907020,6,6,0,4.5,4.83,4.33,4.5,4.67,4.67,4.67,0.99
927931735587027213,10,10,1,4.7,4.8,4.7,4.6,4.9,4.6,4.7,1.68
927932770533256303,10,10,0,4.8,4.9,4.7,4.6,5,4.6,4.9,1.76
927936932115696462,16,16,0,4.69,4.69,4.81,4.63,4.81,4.63,4.75,2.76
927938870356686769,11,11,1,4.73,4.91,4.91,4.18,4.91,4.73,4.82,1.85
927939949604646001,7,7,0,4.57,4.57,4.29,4.29,4.71,4.86,4.71,1.28
927941074323397908,7,7,2,5,5,4.86,5,4.86,4.71,5,1.17
927942915514217120,7,7,2,4.71,4.71,4.71,4,4.57,4.57,4.86,1.19
927944037863830878,8,8,2,4.75,4.63,4.75,4.38,4.5,4.75,4.88,1.33
927956545101453087,9,9,0,4.22,4.56,4.56,4.78,4.89,4.11,4.11,0.81
927986662813159937,36,36,3,4.86,4.83,4.78,4.83,4.92,4.75,4.75,3.26
928008615570537411,1,1,0,5,5,5,5,5,5,5,0.21
928104758892245264,38,38,4,4.79,4.89,4.76,4.81,4.84,4.7,4.89,3.21
928126446857988552,11,11,0,4.82,4.91,4.91,4.55,5,4.55,4.73,1
928135803989502411,19,19,3,4.58,4.53,4.47,4.63,4.84,4.63,4.53,1.76
928250019847588794,40,40,1,4.68,4.73,4.68,4.73,4.8,4.45,4.63,3.63
928516148841608931,3,3,0,4.33,5,5,5,5,5,5,0.3
928534855455923985,0,0,0,,,,,,,,
928536085133260623,42,42,3,4.9,4.88,4.98,4.95,4.88,4.98,4.79,3.7
928548186780477968,0,0,0,,,,,,,,
928600025283167035,18,18,2,4.61,4.67,4.72,4.78,4.83,4.28,4.56,1.61
928682607606326250,21,21,2,4.86,4.8,4.9,4.95,4.85,4.75,4.85,1.96
928683503415939855,25,25,0,4.6,4.72,4.76,4.76,4.84,4.63,4.68,2.23
928835137063360075,36,36,3,4.69,4.78,4.78,4.64,4.61,4.5,4.69,3.11
928860593737425075,30,30,0,4.8,4.87,4.97,4.83,4.87,4.63,4.7,2.55
929190455842898839,7,7,2,4.71,5,4.86,4.86,5,4.86,4.86,1.45
929195201383115150,3,3,3,5,4.67,4.67,4,4.67,4.67,5,3
929197588833869274,13,13,3,4.85,5,4.85,4.69,4.77,4.46,4.85,2.18
929207976266847408,30,30,3,4.87,4.83,4.83,4.9,4.97,4.83,4.79,3.5
929227961199902201,10,10,0,4.4,4.7,4.4,5,5,4.9,4.5,0.9
929228183298770730,19,19,2,4.68,4.84,4.74,4.68,4.84,4.47,4.58,1.71
929228327146210513,27,27,4,4.63,4.59,4.85,3.96,4.85,4.48,4.44,2.45
929228398083200743,8,8,0,4.63,4.88,4.88,4.25,4.5,5,4.5,0.73
929228544723471312,21,21,2,4.62,4.76,4.67,4.38,4.86,4.38,4.67,1.88
929228615599265627,18,18,1,4.61,4.56,4.78,4.44,4.56,4.44,4.44,1.88
929228691078127710,12,12,1,4.5,4.67,4.67,4.67,4.83,4.5,4.5,1.28
929228907220016082,13,13,1,4.77,4.69,4.85,4.85,4.92,4.85,4.77,1.19
929228979496084940,20,20,0,4.7,4.9,4.95,4.45,4.65,4.6,4.65,1.9
929229200678829224,5,5,1,4.4,4.4,5,4.6,4.8,4.6,4.4,0.6
929254821540999821,19,19,0,4.68,4.47,4.79,4.58,4.84,4.53,4.68,1.71
929469942118827762,36,36,3,4.89,4.92,4.94,4.89,4.86,4.86,4.83,3.3
929574681528577014,35,35,0,4.51,4.6,4.54,4.51,4.86,4.37,4.43,3.12
929583910535997916,1,1,0,5,5,5,5,5,5,,0.15
929906325004480950,8,8,3,4.63,4.63,4.75,4.38,4.88,4.75,4.75,1.33
929914112331612852,7,7,1,4.86,5,4.57,4.57,5,4.86,5,1.24
929924122676914403,11,11,1,4.82,4.91,4.91,4.73,5,5,5,1.85
929924985594023801,6,6,1,4.67,4.67,4.83,4.83,4.83,4.67,4.17,1.05
929926025976321415,14,14,1,4.79,4.86,4.93,4.71,4.86,4.71,4.79,2.32
929926791833790009,10,10,3,4.9,5,4.8,4.7,5,4.8,5,1.66
929930722737582913,10,10,0,4.8,4.8,4.7,4.7,5,4.9,4.9,1.73
929931646231529951,4,4,1,5,5,5,5,5,5,5,0.69
930004764488772101,24,24,0,4.75,4.79,4.83,4.83,4.88,4.79,4.83,2.06
