id,name,host_id,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,instant_bookable
918349814315481717,"Best Access from HND, Free WI-FI, 2ppl max",68203351,Ota Ku,Entire rental unit,Entire home/apt,2,1,1,1,6237,1,90,1,90,t,t
918360625949178216,(TM#17) Nakano 1LDK,17228309,Nakano Ku,Entire rental unit,Entire home/apt,3,1,1,2,14357,2,365,2,365,t,t
918426752241708524,Shinjuku-ku 4bedroom豪华公寓， 新大久保２分,43826309,Shinjuku Ku,Entire rental unit,Entire home/apt,10,2,4,5,40286,1,365,1.1,365,t,t
918443338762998027,#302 浅草・スカイツリーまで電車で11分！最大7名！高砂地域のきれいな和室！(MS70),513556521,Katsushika Ku,Entire rental unit,Entire home/apt,7,1,1,0,11371,1,365,1,365,t,t
918458467644069985,新井薬師前駅徒歩9分/閑静な住宅街/最大７名様/,521157816,Shinjuku Ku,Entire home,Entire home/apt,7,1.5,2,4,22629,1,365,1,365,t,t
918482594645405604,Daimon sta. 4mins＊Near TokyoTower＊Free Wi-Fi[201],337375607,Minato Ku,Entire rental unit,Entire home/apt,2,1,1,1,16114,1,365,1,365,t,t
918535105666493199,Spacious 2ldk detached/stylishly furnished,521170960,Ota Ku,Entire home,Entire home/apt,5,1,1,3,12208,2,365,2,365,t,t
918559037252106515,新宿歌舞伎町/新宿三丁目站,294322772,Shinjuku Ku,Entire rental unit,Entire home/apt,4,1,1,2,15000,2,365,2,365,t,t
918726670218143953,Ichiyu-Louis Stage Asakusa#1002,292115979,Taito Ku,Entire rental unit,Entire home/apt,2,1,1,0,15761,2,60,2,1125,t,f
918728884103914395,4「新宿駅」電車24分。「渋谷駅」電車32分。完全独立房间。,34155786,Itabashi Ku,Entire rental unit,Entire home/apt,3,1.5,1,1,7653,2,180,2,1125,t,t
918960025972651640,Tatami room & Living Room in Tokyo Downtown House,138318307,Edogawa Ku,Private room in home,Private room,8,1.5,2,3,18857,2,31,3,31,t,f
919002962731904606,302#独立房源#  上野御徒町3分钟 私人浴室厕所 干湿分离 附 便利店 5人可 35平方,292414061,Taito Ku,Entire rental unit,Entire home/apt,5,1.5,1,2,17476,1,365,1,1125,t,t
919057018930008990,グループ旅行に人気！2寝室/ダイニングで寛げる/49㎡/free Wifi,520414037,Toshima Ku,Entire rental unit,Entire home/apt,6,1,2,4,28826,3,26,3.1,1125,t,t
919078737381366563,Cat friendly house_women/family only_Single Room,36172920,Suginami Ku,Private room in home,Private room,1,1,1,0,8071,3,30,3,1125,t,t
919137069059953241,"Good access, Haneda Airport and Shinagawa Sta! 203",521335304,Ota Ku,Entire rental unit,Entire home/apt,2,1,0,1,5699,2,365,1.5,365,t,t
919138110198652567,"Good access, Haneda Airport and Shinagawa Sta! 201",521335304,Ota Ku,Entire rental unit,Entire home/apt,2,1,0,1,5455,2,365,6.4,365,t,t
919141430257340289,Haneda Airport and Shinagawa Sta! 204,521335304,Ota Ku,Entire rental unit,Entire home/apt,2,1,0,1,5699,2,365,1.5,365,t,t
919294204400480140,401@ 錦糸町站&押上站 两线步行圈 徒步天空树 有电梯 楼下便利店 洗衣机/厨房/空调/ 3人可,130691030,Sumida Ku,Entire rental unit,Entire home/apt,3,1.5,1,3,15980,3,365,3,365,t,f
919442525575489328,"Center Tokyo! Ueno 3 min,Designroom Dyson FreeWifi",4981880,Bunkyo Ku,Entire serviced apartment,Entire home/apt,2,1,1,1,9274,1,1125,1,1125,t,t
919457718126960038,"MAX8 Center Tokyo Ueno 3min, 2 Bedroom suite70#TV",4981880,Bunkyo Ku,Entire serviced apartment,Entire home/apt,8,1.5,2,2,24208,1,1125,1,1125,t,t
919554399343916957,【Furnished・ Accessible】STUMP Shibuya 302 monthly,73440763,Shibuya Ku,Entire rental unit,Entire home/apt,2,1,1,1,18000,30,365,30,365,t,f
919788989720134863,一遊 Louis Stage Asakusa#802,292115979,Taito Ku,Entire rental unit,Entire home/apt,2,1,1,1,15602,2,60,2,1125,t,f
919791783467544914,Shinjuku luxury house/107㎡/Max16P/10G speed WIFI/,503353324,Shinjuku Ku,Entire home,Entire home/apt,16,1.5,4,8,71143,1,365,1.6,890.6,t,t
919801320385126890,【歌舞伎町中心地】遊悠館401,476314475,Shinjuku Ku,Room in hotel,Private room,2,1,1,1,18857,1,365,1,328.4,t,t
919803318330450323,【歌舞伎町中心地】遊悠館407,476314475,Shinjuku Ku,Room in hotel,Private room,2,1,1,1,18857,1,365,1,328.4,t,t
919807776194917428,一遊-Louis Stage Asakusa#702,292115979,Taito Ku,Entire rental unit,Entire home/apt,2,1,1,0,15602,2,60,2,1125,t,f
919856433504702609,Real Japanese cozy Tatami room!,169464874,Chuo Ku,Room in boutique hotel,Private room,2,1,1,0,23861,3,30,3,1125,t,t
919884086745990589,【成田・羽田から直通】ｽｶｲﾂﾘｰ＆浅草まで徒歩圏 /Disneyland直通ﾊﾞｽ/貸切/最大4名,83997088,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,2,10164,2,30,1.3,1125,t,t
919939736410821202,nestay inn tokyo ryogoku 3A,250027746,Sumida Ku,Entire rental unit,Entire home/apt,3,1,1,2,9944,1,180,1,51.7,t,t
919971328292557755,#21　池袋電車5分　大山徒歩4分　楽しい人気商店街至近,371347477,Itabashi Ku,Entire rental unit,Entire home/apt,5,1,1,1,11671,3,90,3,90,t,t
919999629693147728,一遊 Louis Stage Asakusa#602,292115979,Taito Ku,Entire rental unit,Entire home/apt,2,1,1,0,15333,2,60,2,1125,t,f
920040051014996191,SoundproofHotel/music studio/3ppl/Piano/Kagurazaka,42244167,Shinjuku Ku,Entire condo,Entire home/apt,3,1,1,2,14361,1,365,1,365,t,t
920156731000636487,※畳部屋2名迄利用※閑静な住宅街にある※上野駅から電車で10分,421058804,Kita Ku,Private room in home,Private room,2,1.5,1,2,8691,1,20,1,1125,t,t
920172581901114718,本所吾妻桥站2分钟/晴空塔2分钟/浅草寺13分钟/直达成田&羽田机场/独栋2层日式小楼/可住5人,520292707,Sumida Ku,Entire home,Entire home/apt,5,1,2,2,28967,2,365,2,1125,t,t
920639744588060907,"10m-Asakusa,Ueno,Skytree / 1h-Haneda,Narita",521130850,Sumida Ku,Entire rental unit,Entire home/apt,3,1,1,3,15286,1,10,1.3,10,t,t
920649393362209220,10min -Asakusa&Skytree / 1h -Haneda&Narita,521130850,Sumida Ku,Entire rental unit,Entire home/apt,3,1,1,3,15286,1,10,1.3,10,t,t
920664867366989256,10min -Asakusa&Skytree / 1h -Haneda&Narita,521130850,Sumida Ku,Entire rental unit,Entire home/apt,3,1,1,3,15286,1,10,1.3,10,t,t
920667112349413833,10min -Asakusa&Skytree / 1h -Haneda&Narita,521130850,Sumida Ku,Entire rental unit,Entire home/apt,3,1,1,2,14904,1,10,1.3,10,t,t
920670325415056282,10min -Asakusa&Skytree / 1h -Haneda&Narita,521130850,Sumida Ku,Entire rental unit,Entire home/apt,3,1,1,3,15286,1,10,1.4,10,t,t
920696722065187957,Monzennakacho Etchujima station 5mins,342157831,Koto Ku,Entire home,Entire home/apt,6,1,3,0,23286,2,730,2,1125,t,f
920821913155829707,Ichiyu-Louis Stage Asakusa#402,292115979,Taito Ku,Entire rental unit,Entire home/apt,2,1,1,0,15590,2,60,2,1125,t,f
920832170475043181,一遊 Louis Stage Asakusa#302,292115979,Taito Ku,Entire rental unit,Entire home/apt,2,1,1,0,15333,2,60,2,1125,t,f
920956823014536168,Convenient backpacker place!,394490,Taito Ku,Shared room in ryokan,Shared room,1,0.5,1,0,3643,2,365,2,365,t,t
920957829169305488,"Dorm bed in Asakusa, Tokyo",394490,Taito Ku,Shared room in ryokan,Shared room,1,1,1,1,3643,2,30,2,30,t,t
921387382898681358,#101 2021年新築 最大4名/スカイツリー徒歩圏内/浅草駅8分/本所吾妻橋駅3分/空港まで便利,521872005,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,3,16000,2,365,1.9,365,t,t
921404659501036212,東京観光に最適 /成田・羽田に電車直通/バスでディズニー直通 /浅草&スカイツリー徒歩 [最大4名],521863342,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,2,11234,1,1125,1,1125,t,f
921573379509288187,シングルルーム共用シャワー＆トイレ,521716232,Sumida Ku,Room in hotel,Private room,1,1,1,1,7214,1,365,1,365,t,t
921601496310312517,夢の舎#102・吉祥寺駅徒歩4分/井の頭公園3分/最大4名/Wi-Fi/新宿渋谷直通/ジブリ美術館,130807240,Musashino Shi,Entire rental unit,Entire home/apt,4,1,1,1,16429,2,90,2,90,t,t
921650808475638977,"JR Otsuka 4 min,12 min to Shinjuku Sta by train cb",143096922,Toshima Ku,Entire rental unit,Entire home/apt,4,1.5,1,2,13164,2,365,2.7,1125,t,t
921652305265934425,夢の舎#101・吉祥寺駅徒歩4分/井の頭公園3分/最大4名/Wi-Fi/新宿渋谷直通/ジブリ美術館,130807240,Musashino Shi,Entire rental unit,Entire home/apt,5,1,1,2,16607,2,90,2,90,t,t
921744847518993559,Beds w/ Shinjuku Skyline view,310063572,Nakano Ku,Entire rental unit,Entire home/apt,6,0.5,1,4,12000,1,365,1.2,365,t,t
921851221849870146,泊露3；浅草電車3分钟；ｽｶｲﾂﾘｰ徒歩４分；直行成田、羽田、银座、表参道；FreeWiFi,189502014,Sumida Ku,Entire rental unit,Entire home/apt,3,1,1,3,12286,1,365,1,365,t,t
922002339729926767,Disneyland-Adjacent.,522048296,Edogawa Ku,Entire rental unit,Entire home/apt,6,1,1,3,22143,2,180,2,180,t,f
922007761345979325,"JR Kamata 9min！26㎡/Max 3/ 2 single beds,1 sofa bed",174504697,Ota Ku,Entire rental unit,Entire home/apt,3,1,0,3,10857,2,30,2,30,t,t
922113934946461977,Nippori Fabric Hotel 601,31734605,Arakawa Ku,Entire home,Entire home/apt,5,1,2,4,16857,1,365,1,365,t,t
922139278718699853,3ベッドルーム＋リビング。4部屋全て個室。混まない2つのシャワールームとトイレ。東新宿駅2分8名。,52348433,Shinjuku Ku,Entire rental unit,Entire home/apt,8,2,3,4,36874,1,180,2,60,t,t
922152716807534451,Menドミトリールーム男性用,521716232,Sumida Ku,Shared room in guesthouse,Shared room,1,1,1,12,4286,1,365,1,365,t,t
922172144487988726,[W10 (female-only)] Private lodging + share house,184703456,Itabashi Ku,Private room in home,Private room,1,1.5,1,2,6900,7,90,7,1125,t,t
922201526724818241,[W11 (female-only)] Private lodging + share house,184703456,Itabashi Ku,Private room in home,Private room,1,1.5,1,1,6900,7,90,7,1125,t,t
922205648668567456,大久保站5分钟，新宿站10分钟  百人町303,518343589,Shinjuku Ku,Entire rental unit,Entire home/apt,3,1,1,1,10000,14,365,13.3,365,t,t
922212558268123104,2023 Open /Shinjuku Okubo /5 mins to JR /200M Wi-F,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,6,1,2,3,29937,1,90,1.2,1125,t,t
922214270048442338,2023 Open/Shinjuku Okubo/5 mins to JR/200M Wi-Fi,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,6,1,1,2,29937,1,90,1.2,1125,t,t
922216134314865372,2023 Open /Shinjuku Okubo /5 mins to JR /200M Wi-F,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,6,1,2,3,29937,1,90,1.2,1125,t,t
922240247816684220,マンスリー/長期利用OK/池袋近くの都心に住む/池袋駅3分すぐ,518641505,Toshima Ku,Entire rental unit,Entire home/apt,3,1,1,0,10052,3,180,3,180,t,f
922251508705560932,【長期利用】140㎡超！駅徒歩3分 |渋谷10分 大きな貸切一軒家！,402359138,Setagaya Ku,Entire home,Entire home/apt,12,1,5,15,34000,60,365,60,365,t,f
922289629589307804,東京都内で広々とした一軒家、長期滞在可能。最大8名宿泊。東京都心で観光と買物を満喫。,162970600,Ota Ku,Entire home,Entire home/apt,8,2,3,0,35100,3,120,3,120,t,t
922369704440519787,Disneyland-Adjacent.,522048296,Edogawa Ku,Entire rental unit,Entire home/apt,4,1,1,0,20000,2,180,2,1125,t,f
922398569871328534,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,0,1,9749,1,27,1.2,27,t,t
922399038809541586,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,0,1,9816,1,27,1.2,27,t,t
922399823245404031,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,0,1,10017,1,27,1.2,27,t,t
922400333773827209,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,0,1,10017,1,27,1.2,27,t,t
922400470572729072,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,0,1,10017,1,27,1.2,27,t,t
922400517324332188,Shin Okubo JR station 5min / Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,0,1,9749,1,27,1.2,27,t,t
922400676907923618,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,0,1,10017,1,27,1.2,27,t,t
922400710732206538,Triphome 2023 new open Premium Capsule Shin okubo,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,0,1,9849,1,27,1.2,27,t,t
922401131292397902,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,0,1,10017,1,27,1.2,27,t,t
922401137230387490,Okubo Shinjuku new open Capsule hotel,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,0,1,10017,1,27,1.2,27,t,t
922651583585162223,NEW｜ Machiya 京 Asakusa｜ Higashimukojima St. 5min ｜,522233890,Sumida Ku,Entire home,Entire home/apt,5,1,2,2,19000,2,14,2,14,t,t
922663400673597583,最大6名可能｜池袋エリアで暮らすように泊まる！東京ドーム近く｜,518641505,Toshima Ku,Entire rental unit,Entire home/apt,6,2,2,4,23238,3,180,3,180,t,t
922711122084806166,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,10017,1,27,1.2,27,t,t
922711455284771564,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,10017,1,27,1.2,27,t,t
922711550989020218,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,9816,1,27,1.2,27,t,t
922712247877344847,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,9816,1,27,1.2,27,t,t
922713438974932993,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,9735,1,27,1.2,27,t,t
922714032033961336,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,10017,1,27,1.2,27,t,t
922714107257012478,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,9749,1,27,1.2,27,t,t
922714213109243454,2023 Open/Shinjuku Okubo/5min 2 JR/Premium Capsule,517818337,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,10017,1,27,1.2,27,t,t
922873759575839340,新宿/歌舞伎町徒步一分钟,294322772,Shinjuku Ku,Entire rental unit,Entire home/apt,4,1,1,3,15000,2,365,2,365,t,t
922890776783200150,Edo traditional house Skytree view Asakusa line,356311826,Sumida Ku,Hut,Entire home/apt,7,1,1,3,22129,1,365,2.9,365,t,f
922913056268701314,Penthouse with steam sauna/3 min from Azabujuban,250003495,Minato Ku,Entire rental unit,Entire home/apt,10,1,1,3,35714,1,30,1,30,t,t
922985844281146018,ツインルーム共用シャワー＆トイレ,521716232,Sumida Ku,Private room in guesthouse,Private room,2,1,1,2,10257,1,365,1,365,t,t
923012994855362460,Womenドミトリールーム女性用,521716232,Sumida Ku,Shared room in guesthouse,Shared room,1,1,1,10,4286,1,365,1,365,t,t
923019032422012784,RR1/Shin-okubo 1studio HIgashi-shinjuku 3min walk,522318881,Shinjuku Ku,Entire rental unit,Entire home/apt,3,1,0,2,17743,1,28,1,28,t,t
923081441056980617,新宿駅電車4分｜駅徒歩7分｜裏庭丨ハンモック｜定員8人｜無料洗濯乾燥機丨コンビニ2分｜閑静な住宅街,395845114,Shinjuku Ku,Entire rental unit,Entire home/apt,8,1,2,4,47237,30,1125,22.2,1125,t,f
923088070797984404,曳舟駅5分・最大4人・スカイツリー、浅草徒歩圏・ディズニーランド・シーへも便利,511281402,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,2,9643,1,365,1,365,t,t
923132709196905769,New open/3 min to sta/13 min walk to Shinjuku/Max4,518119710,Shinjuku Ku,Entire rental unit,Entire home/apt,4,1,1,2,15000,2,365,2,365,t,t
923332916730593635,新宿から快速15分の三鷹駅徒歩3分｜暮らすように泊まれる伝統的な畳の和室畳 ｜最大5人,199545766,Mitaka Shi,Entire rental unit,Entire home/apt,5,1,1,5,10429,2,60,2,1125,t,t
923420459694212226,町田の隠れ家！都心へのアクセス最高！大人数向き,475404728,Machida Shi,Entire home,Entire home/apt,6,2,2,0,98000,7,14,7,14,t,f
923481076652929720,New open‼️新宿区駅近　新築一軒家　江戸川橋駅3分&神楽坂8分 最大11名,114328660,Bunkyo Ku,Entire home,Entire home/apt,11,2,2,5,36896,1,365,1,1125,t,t
923530007140546040,下町である日本住宅一軒家70㎡、駐車場がある、上野/浅草/銀座/スカイツリーなど近い,234477095,Katsushika Ku,Entire home,Entire home/apt,7,1,2,4,15543,2,365,2,365,t,t
923533636751068166,四季の彩　浅草宿　６階和室　菫,375928519,Taito Ku,Private room in minsu,Private room,2,1,1,3,34286,1,50,1,208.2,t,t
924008618384827595,超大和风民宿!直达新宿3分钟!地铁徒步3分钟＊,188845498,Nakano Ku,Entire home,Entire home/apt,16,4.5,7,7,70000,1,365,1,365,t,t
924011467446955608,Central TOKYO/Shinjuku/3 ppl/8 min from Sta./Wi-Fi,511606029,Shinjuku Ku,Entire rental unit,Entire home/apt,3,1,1,1,20000,3,365,4.6,1125,t,f
924153724238527351,Cozy room 6min walk from Shimokitazawa station#202,222493012,Setagaya Ku,Entire rental unit,Entire home/apt,2,1,1,2,18286,1,365,1,365,t,f
924230101202327457,SHIN Apt 高田馬場５分　山手線,520592161,Shinjuku Ku,Entire rental unit,Entire home/apt,8,1.5,3,4,24929,1,365,1,365,t,t
924255902573769463,[02]SMI:RE stay kamata,522637713,Ota Ku,Private room in rental unit,Private room,4,1,1,3,10000,2,365,2,365,t,f
924268142639569772,Large 4-Room/Max 8p/10mins to Sensoji,256531617,Taito Ku,Entire rental unit,Entire home/apt,8,1.5,4,8,38777,2,90,2,1125,t,t
924277076586687666,セール中！201人気の中野エリア！静かな住宅街／１名様向け,522661079,Nakano Ku,Entire rental unit,Entire home/apt,1,1,1,1,8000,5,180,5,180,t,t
924284012535292585,都内中心/新宿まで電車で1分/閑静/フリーWiFi,42329526,Shibuya Ku,Entire rental unit,Entire home/apt,2,1,1,1,11704,1,29,1,1125,t,f
924307458063599859,Built in 2023! Beautiful white base room/102,522666487,Ota Ku,Entire rental unit,Entire home/apt,3,1,0,2,6511,2,365,2,365,t,t
924315334727653300,"Bright and Clean Apt for 3, /FREE WiFi/#202",485002537,Setagaya Ku,Entire rental unit,Entire home/apt,3,1,1,1,11429,2,365,2,365,t,t
924340394945850701,【70平米 長期予約大歓迎】6LDK/日本家屋貸切/大人数で寛げる空間,522673299,Adachi Ku,Entire home,Entire home/apt,9,1,4,0,36000,3,1125,3,1125,t,f
924341200529884725,Nearest JR shinokubo/JR soubu line higashinakano,522673440,Shinjuku Ku,Entire home,Entire home/apt,5,1,2,1,26000,2,365,2,1125,t,t
924362856760562611,東中野駅、大久保駅徒歩圈内，閑靜な住宅街，新宿駅まで電車5分家族向け、ビジネス街近い、長期滯在可能,522673440,Shinjuku Ku,Entire rental unit,Entire home/apt,5,1,2,2,28600,2,365,2,1125,t,t
924423486841077465,"D：4people,3bed .Let's join My SAKE PARTY　",60738636,Shibuya Ku,Entire rental unit,Entire home/apt,4,1,1,4,23658,2,365,2,358.8,t,t
924497561008770234,TOKYO/Shinjuku/7ppl/8 min from St/2 rooms for rent,511606029,Shinjuku Ku,Entire rental unit,Entire home/apt,7,2,2,3,56429,3,365,4.6,1125,t,f
924515973629159043,駅徒歩2分！浅草・スカイツリー徒歩圏内/2020年新築/Room201,493456770,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,3,16693,1,60,1,1125,t,t
924834603067674458,板橋本町徒歩5分/ポケットWi-Fi/静かな街/コンビニ近い,61644450,Itabashi Ku,Entire home,Entire home/apt,4,2,2,0,16429,3,365,3,365,t,t
924835829283266678,小木屋东新小岩,513564293,Katsushika Ku,Entire home,Entire home/apt,8,1.5,4,8,55000,1,365,1,365,t,t
924896336103535393,"2023【NEW OPEN】Perfect For Couples,Harajuku",6334933,Shibuya Ku,Entire rental unit,Entire home/apt,2,1.5,1,1,25143,2,365,2,365,t,f
924938121215913381,Secret Japanese house【犀】in Ueno,522834148,Arakawa Ku,Entire home,Entire home/apt,12,1,3,4,37957,4,365,3.9,365,t,t
924962477208518839,nestay apartment tokyo ikebukuro,330316857,Toshima Ku,Entire rental unit,Entire home/apt,2,1,1,1,8949,1,180,1,52.1,t,t
925018291586959436,nestay apartment tokyo ikebukuro,330316857,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,8949,1,180,1,52.1,t,t
925057904836029675,＃102 2021年新築 最大4名/スカイツリー徒歩圏内/浅草駅8分/本所吾妻橋駅3分/空港まで便利,521872005,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,2,12286,2,365,1.9,365,t,t
925060646044386460,＃103 2021年新築 最大2名/スカイツリー徒歩圏内/浅草駅8分/本所吾妻橋駅3分/空港まで便利,521872005,Sumida Ku,Entire rental unit,Entire home/apt,2,1,1,1,9143,2,365,1.9,365,t,t
925070891279664417,"JR Yamanote Komagome Sta. 7min, High-Speed Wifi",151970670,Kita Ku,Entire rental unit,Entire home/apt,5,1,1,2,10571,30,90,30,90,t,f
925085965449958904,"C.4people,3Bed. Let’s Join my SAKE Party",60738636,Shibuya Ku,Entire rental unit,Entire home/apt,4,1,1,4,21342,2,365,2,358.8,t,f
925093578024861598,2 stations to Ikebukuro/supermarket nearby/102,522860952,Toshima Ku,Entire rental unit,Entire home/apt,2,1,1,1,4884,2,365,6.4,365,t,t
925104217069982903,2 stations to Ikebukuro/supermarket nearby/205,522860952,Toshima Ku,Entire rental unit,Entire home/apt,2,1,1,1,4884,2,365,6.4,365,t,t
925105783634363103,2 stations to Ikebukuro/supermarket nearby/206,522860952,Toshima Ku,Entire rental unit,Entire home/apt,2,1,1,1,5536,2,365,6.4,365,t,t
925140011275752625,71㎡ 3LDK detached/Near Shinjuku Sta./Max 9 people,522870787,Shibuya Ku,Entire home,Entire home/apt,9,1,3,5,63086,1,365,1,365,t,t
925212282613289179,"New 2LDK Japanese-style apt,walk to near Shinjuku.",522673440,Shinjuku Ku,Entire home,Entire home/apt,7,2,2,5,41589,2,365,2,365,t,t
925212784557405979,"Within walk ShinjukuFamily-friendly,near business",522673440,Shinjuku Ku,Entire home,Entire home/apt,4,1,2,2,18000,2,1125,2,1125,t,t
925222203483137279,地铁站1分钟/近上野.浅草/闹中带静住宅区,226825768,Taito Ku,Entire rental unit,Entire home/apt,11,1,3,0,29206,2,1125,2,1125,t,t
925572673161368831,ジブリ美術館徒歩10分|三鷹駅徒歩7分|暮らすように泊まる|新宿一本,199545766,Mitaka Shi,Entire rental unit,Entire home/apt,5,1,1,5,15971,3,100,3,1125,t,t
925583950645340125,新宿区四谷のデザイナーズルーム、8人までご宿泊可能！,522669288,Shinjuku Ku,Entire rental unit,Entire home/apt,8,1,1,0,39371,2,1125,1.3,1125,t,t
925622845369697638,FreeWifi! 4min walk from Asakusa,522998620,Taito Ku,Entire rental unit,Entire home/apt,7,1,2,3,23557,1,180,1,1125,t,f
925651609741712733,1-401*Yoyogi Station/5 min/Up to 6 ppl,42244167,Shibuya Ku,Entire rental unit,Entire home/apt,6,1,1,4,27872,1,365,1,365,t,t
925661917541588450,OPENSALE 大人気の新宿駅 歌舞伎町近く 無料ポータブルWi-Fi,63215120,Shinjuku Ku,Entire rental unit,Entire home/apt,3,1,1,3,9714,2,1125,2.2,1125,t,t
925724968338259736,Akino Hotel Room 302,507911103,Taito Ku,Room in hotel,Private room,2,1,1,1,9786,1,365,1,365,t,f
925828744659916510,weekly cheap/direct to airport/private dorm house,506674744,Katsushika Ku,Entire home,Entire home/apt,10,1,3,0,23617,1,365,2.3,365,t,t
925966569484991186,新宿／大久保5分／new open,294322772,Shinjuku Ku,Entire rental unit,Entire home/apt,2,1,1,1,11429,2,365,2,365,t,t
925977527677808733,New Open/新宿／大久保5分/WIFI,294322772,Shinjuku Ku,Entire rental unit,Entire home/apt,4,1,1,2,12429,2,365,2,365,t,t
925981600556294482,新宿繁華街2DK,192788743,Shinjuku Ku,Entire rental unit,Entire home/apt,5,1,1,3,23000,1,365,1,1125,t,t
926053630233040536,キッチン付きアパートメントホテル｜25㎡｜最大3名,514369269,Taito Ku,Room in aparthotel,Entire home/apt,3,1,0,3,39251,1,365,1,365,t,t
926327200189691907,Modern Kabukicho Studio APT＊9min to Shinjuku Sta,522676563,Shinjuku Ku,Entire rental unit,Entire home/apt,4,1,1,2,29917,1,365,1.4,254.6,t,t
926376547383380413,＃201 2021年新築 最大4名/スカイツリー徒歩圏内/浅草駅8分/本所吾妻橋駅3分/空港まで便利,521872005,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,2,11286,2,365,1.9,365,t,t
926401205679968715,＃202 2021年新築 最大4名/スカイツリー徒歩圏内/浅草駅8分/本所吾妻橋駅3分/空港まで便利,521872005,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,2,15429,2,365,1.9,365,t,t
926402814761280430,#203 2021年新築 最大4名/スカイツリー徒歩圏内/浅草駅8分/本所吾妻橋駅3分/空港まで便利,521872005,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,2,11286,2,365,1.9,365,t,t
926406726808021056,＃301 2021年新築 最大4名/スカイツリー徒歩圏内/浅草駅8分/本所吾妻橋駅3分/空港まで便利,521872005,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,3,16000,2,365,1.9,365,t,t
926438024397969623,(101) 池袋徒歩7分 新宿電車5分 渋谷11分 設備充実 繁華街に近い 買い物便利 旅館 ホテル,517453097,Toshima Ku,Private room in ryokan,Private room,2,1,1,1,9039,1,45,1,1125,t,t
926443515117329428,＃302 2021年新築 最大4名/スカイツリー徒歩圏内/浅草駅8分/本所吾妻橋駅3分/空港まで便利,521872005,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,2,15000,2,365,1.9,365,t,t
926445904436002336,＃303 2021年新築 最大4名/スカイツリー徒歩圏内/浅草駅8分/本所吾妻橋駅3分/空港まで便利,521872005,Sumida Ku,Entire rental unit,Entire home/apt,4,1,1,3,14714,2,365,1.9,365,t,t
