host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
530405455,Shijia,8/7/2023,,within an hour,1,1,t,12,12,['phone'],t,t
525063925,Masao,7/11/2023,,within an hour,1,1,f,5,9,['phone'],t,t
251690833,玉立,3/28/2019,"Tokyo, Japan",within an hour,1,1,t,13,16,['phone'],t,t
525063925,Masao,7/11/2023,,within an hour,1,1,f,5,9,['phone'],t,t
375510584,Coco,11/13/2020,,within an hour,1,1,t,17,17,"['email', 'phone']",t,t
375510584,Coco,11/13/2020,,within an hour,1,1,t,17,17,"['email', 'phone']",t,t
375510584,Coco,11/13/2020,,within an hour,1,1,t,17,17,"['email', 'phone']",t,t
238693060,Kumiko,1/24/2019,"Machida, Japan",within an hour,1,0.98,t,3,3,"['email', 'phone']",t,t
534574055,Aki,8/29/2023,"Chuo City, Japan",within an hour,1,1,t,3,4,"['email', 'phone']",t,t
518833715,DeLCCS,6/7/2023,"Tokyo, Japan",within an hour,1,0.99,f,12,36,['phone'],t,t
256096168,Sayaka & Ken,4/15/2019,,within an hour,1,0.99,f,3,9,['phone'],t,t
217522673,Natsuko,9/27/2018,,within an hour,1,1,f,2,2,"['email', 'phone']",t,t
60738636,Ichigoichie,2/28/2016,"Tokyo, Japan",within an hour,1,0.96,t,13,15,"['email', 'phone']",t,t
531720701,ホテルレジデンス 大橋会館,8/13/2023,,within an hour,1,1,t,4,8,"['email', 'phone']",t,t
527350841,Tomo,7/23/2023,,within an hour,1,0.99,t,10,19,"['email', 'phone']",t,t
64921269,丽君,3/29/2016,,a few days or more,0,0.67,f,1,8,"['email', 'phone']",t,t
527350841,Tomo,7/23/2023,,within an hour,1,0.99,t,10,19,"['email', 'phone']",t,t
111173491,Jerry,1/12/2017,"Tokyo, Japan",within an hour,1,1,t,4,4,"['email', 'phone', 'work_email']",t,t
518990794,Yugo,6/8/2023,,within an hour,1,1,,5,5,"['email', 'phone']",t,t
269684336,純子,6/19/2019,"Tokyo, Japan",within an hour,1,0.96,f,15,36,"['email', 'phone']",t,t
307347674,Plat Hostel Keikyu,11/6/2019,,within an hour,1,1,f,4,4,"['email', 'phone']",t,t
127439625,Tatsuhiro,4/24/2017,,within an hour,1,0.99,t,5,6,"['email', 'phone']",t,t
510879891,蘭,4/19/2023,"Tokyo, Japan",within an hour,1,0.96,f,42,58,['phone'],t,t
510879891,蘭,4/19/2023,"Tokyo, Japan",within an hour,1,0.96,f,42,58,['phone'],t,t
510879891,蘭,4/19/2023,"Tokyo, Japan",within an hour,1,0.96,f,42,58,['phone'],t,t
510879891,蘭,4/19/2023,"Tokyo, Japan",within an hour,1,0.96,f,42,58,['phone'],t,t
510879891,蘭,4/19/2023,"Tokyo, Japan",within an hour,1,0.96,f,42,58,['phone'],t,t
510879891,蘭,4/19/2023,"Tokyo, Japan",within an hour,1,0.96,f,42,58,['phone'],t,t
510879891,蘭,4/19/2023,"Tokyo, Japan",within an hour,1,0.96,f,42,58,['phone'],t,t
124215253,Sumire,4/4/2017,,within an hour,1,1,f,13,14,"['email', 'phone']",t,t
17576905,Fukase,7/3/2014,"Fujisawa, Japan",within an hour,1,0.98,t,2,2,"['email', 'phone']",t,t
250027746,Nestay,3/20/2019,,within an hour,1,0.91,f,12,23,"['email', 'phone', 'work_email']",t,t
250027746,Nestay,3/20/2019,,within an hour,1,0.91,f,12,23,"['email', 'phone', 'work_email']",t,t
399439463,Kei,4/30/2021,"Taito City, Japan",within an hour,1,1,t,2,2,"['email', 'phone']",t,t
67661297,Masahiro,4/17/2016,"Koto, Japan",within an hour,1,1,f,24,26,"['email', 'phone']",t,t
67661297,Masahiro,4/17/2016,"Koto, Japan",within an hour,1,1,f,24,26,"['email', 'phone']",t,t
231273877,美莎,12/18/2018,"Tokyo, Japan",within an hour,1,0.95,f,47,61,"['email', 'phone']",t,t
526461137,Kameyado,7/18/2023,"Tokyo, Japan",within an hour,1,1,t,1,1,"['email', 'phone']",t,t
522656486,TOKIOs,6/29/2023,,within an hour,1,0.99,f,9,9,"['email', 'phone']",t,t
475580656,Pipi,8/18/2022,,within an hour,1,1,f,22,22,"['email', 'phone']",t,t
464812177,Haostay,6/18/2022,,within an hour,0.99,1,f,16,16,['phone'],t,t
522656486,TOKIOs,6/29/2023,,within an hour,1,0.99,f,9,9,"['email', 'phone']",t,t
464812177,Haostay,6/18/2022,,within an hour,0.99,1,f,16,16,['phone'],t,t
522656486,TOKIOs,6/29/2023,,within an hour,1,0.99,f,9,9,"['email', 'phone']",t,t
464812177,Haostay,6/18/2022,,within an hour,0.99,1,f,16,16,['phone'],t,t
522656486,TOKIOs,6/29/2023,,within an hour,1,0.99,f,9,9,"['email', 'phone']",t,t
522656486,TOKIOs,6/29/2023,,within an hour,1,0.99,f,9,9,"['email', 'phone']",t,t
522656486,TOKIOs,6/29/2023,,within an hour,1,0.99,f,9,9,"['email', 'phone']",t,t
522656486,TOKIOs,6/29/2023,,within an hour,1,0.99,f,9,9,"['email', 'phone']",t,t
522656486,TOKIOs,6/29/2023,,within an hour,1,0.99,f,9,9,"['email', 'phone']",t,t
522656486,TOKIOs,6/29/2023,,within an hour,1,0.99,f,9,9,"['email', 'phone']",t,t
527232549,Tomoaki,7/22/2023,"Tokyo, Japan",within an hour,1,0.99,t,4,4,"['email', 'phone']",t,t
375599884,Keiko,11/14/2020,"Tokyo, Japan",within an hour,1,1,f,23,23,"['email', 'phone']",t,t
218369769,Tatsunari,10/2/2018,"Minato City, Japan",within an hour,1,0.97,f,21,30,"['email', 'phone']",t,t
178949498,Mina,3/17/2018,,within an hour,1,1,,3,3,"['email', 'phone']",t,t
510644173,Yuki,4/18/2023,"Tokyo, Japan",within an hour,1,1,t,1,1,"['email', 'phone']",t,t
63598456,優姫,3/19/2016,"Shibuya, Japan",within an hour,1,1,f,29,77,"['email', 'phone']",t,t
522894659,ユウ,6/30/2023,"Misato, Japan",within an hour,1,0.99,t,3,3,"['email', 'phone']",t,t
269684336,純子,6/19/2019,"Tokyo, Japan",within an hour,1,0.96,f,15,36,"['email', 'phone']",t,t
273470463,Yanfeng,7/4/2019,"Taito City, Japan",within an hour,1,1,f,6,6,['phone'],t,t
535081789,大輔,9/2/2023,"Tokyo, Japan",within an hour,1,1,t,12,14,"['email', 'phone']",t,t
135748714,Takeshi And Mika,6/18/2017,"Tokyo, Japan",within an hour,1,1,t,4,7,"['email', 'phone']",t,t
525257496,Yu,7/12/2023,"Chuo City, Japan",within an hour,1,0.99,t,4,4,"['email', 'phone']",t,t
331252115,Li,1/27/2020,"Tokyo, Japan",within an hour,1,1,t,2,4,"['email', 'phone']",t,t
535096151,Company,9/2/2023,,within an hour,1,0.9,f,5,5,"['email', 'phone']",f,t
520333280,Yuka,6/16/2023,"Tokyo, Japan",within an hour,1,1,t,6,6,['phone'],t,t
522894659,ユウ,6/30/2023,"Misato, Japan",within an hour,1,0.99,t,3,3,"['email', 'phone']",t,t
535102796,ぷふか鐘ヶ淵,9/2/2023,,within an hour,1,0.95,f,1,1,"['email', 'phone']",t,t
535096151,Company,9/2/2023,,within an hour,1,0.9,f,5,5,"['email', 'phone']",f,t
273470463,Yanfeng,7/4/2019,"Taito City, Japan",within an hour,1,1,f,6,6,['phone'],t,t
522048296,Sua,6/25/2023,"Tokyo, Japan",within an hour,1,1,f,13,13,"['email', 'phone']",t,t
64140013,俊,3/23/2016,,within an hour,1,1,t,1,1,"['email', 'phone']",t,t
8439950,Yash,8/26/2013,"Shinjuku City, Japan",within an hour,1,1,f,2,2,"['email', 'phone']",t,t
533873461,Miho,8/25/2023,"Tokyo, Japan",within an hour,1,1,t,1,1,"['email', 'phone']",t,f
162970600,Taka,12/17/2017,"Tokyo, Japan",within an hour,1,1,,27,35,"['email', 'phone']",t,t
162970600,Taka,12/17/2017,"Tokyo, Japan",within an hour,1,1,,27,35,"['email', 'phone']",t,t
162970600,Taka,12/17/2017,"Tokyo, Japan",within an hour,1,1,,27,35,"['email', 'phone']",t,t
530595948,サクラシャドウ,8/8/2023,"Tokyo, Japan",within an hour,1,1,f,3,4,"['email', 'phone']",t,t
115432704,ｼﾞｬﾝ,2/8/2017,"Shinjuku City, Japan",within an hour,1,1,t,31,35,"['email', 'phone']",t,t
157556267,Mico,11/5/2017,"Tokyo, Japan",within an hour,1,1,f,9,13,"['email', 'phone']",t,t
110379659,Wang,1/7/2017,"Tokyo, Japan",within an hour,1,1,f,100,110,"['email', 'phone']",t,t
110379659,Wang,1/7/2017,"Tokyo, Japan",within an hour,1,1,f,100,110,"['email', 'phone']",t,t
110379659,Wang,1/7/2017,"Tokyo, Japan",within an hour,1,1,f,100,110,"['email', 'phone']",t,t
44066901,Yuqian,9/13/2015,"Kita, Japan",within an hour,1,1,f,24,47,"['email', 'phone']",t,t
44066901,Yuqian,9/13/2015,"Kita, Japan",within an hour,1,1,f,24,47,"['email', 'phone']",t,t
44066901,Yuqian,9/13/2015,"Kita, Japan",within an hour,1,1,f,24,47,"['email', 'phone']",t,t
230910892,Risa & Kei,12/16/2018,,within an hour,1,1,f,43,134,"['email', 'phone']",t,t
247326938,Pqd,3/6/2019,"Tokyo, Japan",within an hour,1,1,f,154,236,"['email', 'phone']",t,t
371483625,Best Faith,10/11/2020,,within an hour,1,1,f,9,9,['phone'],t,t
530028744,Tokyo Pads,8/5/2023,"Tokyo, Japan",within an hour,1,0.86,t,5,6,"['email', 'phone']",t,t
528561780,Andi,7/29/2023,,within an hour,1,0.99,f,4,4,['phone'],f,t
247326938,Pqd,3/6/2019,"Tokyo, Japan",within an hour,1,1,f,154,236,"['email', 'phone']",t,t
391270245,Teruhiko,3/5/2021,"Tokyo, Japan",within an hour,1,1,t,3,3,['phone'],t,t
247326938,Pqd,3/6/2019,"Tokyo, Japan",within an hour,1,1,f,154,236,"['email', 'phone']",t,t
247326938,Pqd,3/6/2019,"Tokyo, Japan",within an hour,1,1,f,154,236,"['email', 'phone']",t,t
67661297,Masahiro,4/17/2016,"Koto, Japan",within an hour,1,1,f,24,26,"['email', 'phone']",t,t
67661297,Masahiro,4/17/2016,"Koto, Japan",within an hour,1,1,f,24,26,"['email', 'phone']",t,t
511947929,大倉,4/26/2023,,within an hour,1,1,f,28,44,['phone'],t,t
60738636,Ichigoichie,2/28/2016,"Tokyo, Japan",within an hour,1,0.96,t,13,15,"['email', 'phone']",t,t
143096922,Ming,7/29/2017,"Chuo City, Japan",within an hour,1,1,t,33,52,"['email', 'phone']",t,t
266670311,Mari,6/6/2019,,within an hour,1,0.99,,70,76,"['email', 'phone']",t,t
31734605,琢居,4/22/2015,"Shinjuku City, Japan",within an hour,0.99,0.99,f,45,86,"['email', 'phone']",t,t
31734605,琢居,4/22/2015,"Shinjuku City, Japan",within an hour,0.99,0.99,f,45,86,"['email', 'phone']",t,t
31734605,琢居,4/22/2015,"Shinjuku City, Japan",within an hour,0.99,0.99,f,45,86,"['email', 'phone']",t,t
44839765,Hotel Oshiage,9/22/2015,"Minato City, Japan",within an hour,1,1,t,3,4,"['email', 'phone']",t,t
520592161,池宮,6/18/2023,"Chuo City, Japan",within an hour,1,1,f,2,3,"['email', 'phone']",t,t
528372053,Saya,7/28/2023,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
49237439,Ken,11/17/2015,"Edogawa City, Japan",within an hour,1,1,f,12,27,"['email', 'phone', 'work_email']",t,t
60897519,Mitsuo,2/29/2016,Japan,within an hour,1,1,t,7,7,"['email', 'phone']",t,t
475580656,Pipi,8/18/2022,,within an hour,1,1,f,22,22,"['email', 'phone']",t,t
483439041,Hiromi,10/13/2022,,within an hour,1,1,t,1,1,"['email', 'phone']",t,t
475580656,Pipi,8/18/2022,,within an hour,1,1,f,22,22,"['email', 'phone']",t,t
163254475,Satomi,12/19/2017,,within an hour,1,0.99,t,10,19,"['email', 'phone']",t,t
504413630,Skyview,3/8/2023,,within an hour,1,1,t,9,9,"['email', 'phone']",t,t
66732894,ELeVeN,4/11/2016,"Shinjuku City, Japan",within an hour,1,1,t,4,4,"['email', 'phone']",t,t
530028744,Tokyo Pads,8/5/2023,"Tokyo, Japan",within an hour,1,0.86,t,5,6,"['email', 'phone']",t,t
375510584,Coco,11/13/2020,,within an hour,1,1,t,17,17,"['email', 'phone']",t,t
375510584,Coco,11/13/2020,,within an hour,1,1,t,17,17,"['email', 'phone']",t,t
392623384,Yulan,3/15/2021,,within a few hours,0.83,0.97,f,1,9,['phone'],t,t
522048296,Sua,6/25/2023,"Tokyo, Japan",within an hour,1,1,f,13,13,"['email', 'phone']",t,t
298267413,隆史,9/27/2019,"Tokyo, Japan",within an hour,1,1,f,2,3,"['email', 'phone']",t,t
238189788,Sc Group,1/22/2019,,within an hour,1,1,f,16,16,"['email', 'phone']",t,t
199863640,欣欣,7/4/2018,"Tokyo, Japan",within an hour,1,1,f,37,47,['phone'],t,t
67661297,Masahiro,4/17/2016,"Koto, Japan",within an hour,1,1,f,24,26,"['email', 'phone']",t,t
44066901,Yuqian,9/13/2015,"Kita, Japan",within an hour,1,1,f,24,47,"['email', 'phone']",t,t
198552582,Masa,6/28/2018,"Tokyo, Japan",within an hour,1,1,f,29,153,"['email', 'phone']",t,t
238189788,Sc Group,1/22/2019,,within an hour,1,1,f,16,16,"['email', 'phone']",t,t
238189788,Sc Group,1/22/2019,,within an hour,1,1,f,16,16,"['email', 'phone']",t,t
238189788,Sc Group,1/22/2019,,within an hour,1,1,f,16,16,"['email', 'phone']",t,t
232943583,Yuyu,12/28/2018,"Edogawa City, Japan",within an hour,1,1,t,1,1,"['email', 'phone']",t,t
527350841,Tomo,7/23/2023,,within an hour,1,0.99,t,10,19,"['email', 'phone']",t,t
218369769,Tatsunari,10/2/2018,"Minato City, Japan",within an hour,1,0.97,f,21,30,"['email', 'phone']",t,t
535473018,Dong,9/4/2023,,within an hour,1,0.99,f,9,9,"['email', 'phone']",t,t
504413630,Skyview,3/8/2023,,within an hour,1,1,t,9,9,"['email', 'phone']",t,t
504413630,Skyview,3/8/2023,,within an hour,1,1,t,9,9,"['email', 'phone']",t,t
198552582,Masa,6/28/2018,"Tokyo, Japan",within an hour,1,1,f,29,153,"['email', 'phone']",t,t
535901837,蓮,9/6/2023,,within an hour,1,0.99,f,1,1,"['email', 'phone']",t,t
63215120,Haru,3/16/2016,Japan,within an hour,0.96,1,,39,66,"['email', 'phone']",t,t
497996834,赤坂,1/25/2023,"Tokyo, Japan",within an hour,1,0.97,f,17,23,['phone'],t,t
533195832,浜田,8/22/2023,"Chiyoda City, Japan",within an hour,1,0.96,f,50,105,"['email', 'phone']",t,t
250801270,Masanari,3/24/2019,"Tokyo, Japan",within an hour,1,0.99,,4,4,"['email', 'phone']",t,t
246094628,Misa,2/28/2019,,within an hour,1,1,f,9,13,"['email', 'phone']",t,t
310592136,Zen,11/19/2019,"Minato City, Japan",within an hour,1,1,t,2,3,"['email', 'phone']",t,t
269684336,純子,6/19/2019,"Tokyo, Japan",within an hour,1,0.96,f,15,36,"['email', 'phone']",t,t
33540779,Yu☆,5/17/2015,"Minato City, Japan",within an hour,0.96,0.76,f,11,13,"['email', 'phone']",t,t
535567061,Aya,9/4/2023,,within an hour,1,1,t,1,1,"['email', 'phone']",t,t
63598456,優姫,3/19/2016,"Shibuya, Japan",within an hour,1,1,f,29,77,"['email', 'phone']",t,t
475580656,Pipi,8/18/2022,,within an hour,1,1,f,22,22,"['email', 'phone']",t,t
475580656,Pipi,8/18/2022,,within an hour,1,1,f,22,22,"['email', 'phone']",t,t
33540779,Yu☆,5/17/2015,"Minato City, Japan",within an hour,0.96,0.76,f,11,13,"['email', 'phone']",t,t
533195832,浜田,8/22/2023,"Chiyoda City, Japan",within an hour,1,0.96,f,50,105,"['email', 'phone']",t,t
533195832,浜田,8/22/2023,"Chiyoda City, Japan",within an hour,1,0.96,f,50,105,"['email', 'phone']",t,t
533195832,浜田,8/22/2023,"Chiyoda City, Japan",within an hour,1,0.96,f,50,105,"['email', 'phone']",t,t
533195832,浜田,8/22/2023,"Chiyoda City, Japan",within an hour,1,0.96,f,50,105,"['email', 'phone']",t,t
533195832,浜田,8/22/2023,"Chiyoda City, Japan",within an hour,1,0.96,f,50,105,"['email', 'phone']",t,t
234477095,Yuxia,1/5/2019,"Taito City, Japan",within an hour,1,1,f,58,59,"['email', 'phone']",t,t
224267449,Yuri,11/5/2018,"Minato City, Japan",within an hour,1,0.98,,8,10,"['email', 'phone']",t,t
395845114,K,4/6/2021,"Tokyo, Japan",within an hour,1,1,t,6,6,['phone'],t,t
244662388,博雅,2/22/2019,,within an hour,1,1,f,25,42,"['email', 'phone']",t,t
278332086,Yoshi,7/22/2019,,within an hour,1,1,t,7,23,"['email', 'phone']",t,t
536212436,明美,9/8/2023,"Tokyo, Japan",within an hour,1,1,f,10,11,"['email', 'phone']",t,t
198552582,Masa,6/28/2018,"Tokyo, Japan",within an hour,1,1,f,29,153,"['email', 'phone']",t,t
198552582,Masa,6/28/2018,"Tokyo, Japan",within an hour,1,1,f,29,153,"['email', 'phone']",t,t
53118784,Tommy,1/3/2016,,within an hour,1,0.83,,51,62,['phone'],t,t
141959482,Syuka,7/23/2017,"Tokyo, Japan",within an hour,1,1,t,4,4,"['email', 'phone']",t,t
85189329,Young In,7/21/2016,"Tokyo, Japan",within an hour,1,0.99,f,16,28,['phone'],t,t
466912866,Riho,6/30/2022,"Tokyo, Japan",within an hour,1,1,,19,22,"['email', 'phone']",t,t
85189329,Young In,7/21/2016,"Tokyo, Japan",within an hour,1,0.99,f,16,28,['phone'],t,t
244662388,博雅,2/22/2019,,within an hour,1,1,f,25,42,"['email', 'phone']",t,t
345235375,Lisa,5/3/2020,"Shinjuku City, Japan",within an hour,1,1,f,2,2,"['email', 'phone']",t,t
66043791,Yuki,4/6/2016,"Sumida City, Japan",within an hour,1,0.97,t,9,9,"['email', 'phone']",t,t
489913396,Lean And Stable,12/1/2022,,within an hour,1,0.98,f,6,6,"['email', 'phone']",t,t
278346412,Hiroki,7/22/2019,"Tokyo, Japan",within an hour,1,0.9,t,4,8,"['email', 'phone']",t,t
464847438,Toshimitsu,6/18/2022,"Saitama, Japan",within an hour,1,1,t,1,1,"['email', 'phone']",t,t
83948821,鈴木,7/15/2016,"Shinjuku, Japan",within an hour,0.9,1,f,3,3,['phone'],t,t
536459060,Fun,9/10/2023,"Tokyo, Japan",within an hour,1,0.99,,12,14,['phone'],t,t
489913396,Lean And Stable,12/1/2022,,within an hour,1,0.98,f,6,6,"['email', 'phone']",t,t
531179632,唯,8/11/2023,,within an hour,1,1,f,1,1,['phone'],t,t
130807240,Yujing,5/17/2017,"Tokyo, Japan",within an hour,1,1,f,29,30,['phone'],t,t
305034163,Oliver,10/28/2019,"Tokyo, Japan",within an hour,0.99,1,f,9,11,"['email', 'phone']",t,t
511630515,ライワマンション,4/24/2023,"Tokyo, Japan",within an hour,1,0.95,f,12,19,['phone'],t,t
511630515,ライワマンション,4/24/2023,"Tokyo, Japan",within an hour,1,0.95,f,12,19,['phone'],t,t
511630515,ライワマンション,4/24/2023,"Tokyo, Japan",within an hour,1,0.95,f,12,19,['phone'],t,t
511630515,ライワマンション,4/24/2023,"Tokyo, Japan",within an hour,1,0.95,f,12,19,['phone'],t,t
511630515,ライワマンション,4/24/2023,"Tokyo, Japan",within an hour,1,0.95,f,12,19,['phone'],t,t
511630515,ライワマンション,4/24/2023,"Tokyo, Japan",within an hour,1,0.95,f,12,19,['phone'],t,t
448569398,春瑶,3/8/2022,,within an hour,1,1,f,5,6,"['email', 'phone']",t,t
448569398,春瑶,3/8/2022,,within an hour,1,1,f,5,6,"['email', 'phone']",t,t
518297096,Keigo,6/5/2023,,within an hour,1,1,f,4,4,"['email', 'phone']",t,t
245093519,華,2/24/2019,,within an hour,1,1,t,5,5,"['email', 'phone']",t,t
533633298,Yuki,8/24/2023,"Tokyo, Japan",within an hour,1,1,f,1,1,"['email', 'phone']",t,t
245093519,華,2/24/2019,,within an hour,1,1,t,5,5,"['email', 'phone']",t,t
519321667,ベジフル市場,6/10/2023,"Shinjuku City, Japan",within an hour,1,1,f,2,3,"['email', 'phone']",t,t
42244167,浩史,8/23/2015,"Tokyo, Japan",within an hour,1,0.98,,229,390,"['email', 'phone']",t,t
49372130,Jo,11/18/2015,"Tokyo, Japan",within an hour,1,1,t,4,13,"['email', 'phone']",t,t
511630515,ライワマンション,4/24/2023,"Tokyo, Japan",within an hour,1,0.95,f,12,19,['phone'],t,t
511630515,ライワマンション,4/24/2023,"Tokyo, Japan",within an hour,1,0.95,f,12,19,['phone'],t,t
278332086,Yoshi,7/22/2019,,within an hour,1,1,t,7,23,"['email', 'phone']",t,t
486397186,Eppy,11/4/2022,"Tokyo, Japan",within an hour,1,1,t,3,4,"['email', 'phone']",t,t
198552582,Masa,6/28/2018,"Tokyo, Japan",within an hour,1,1,f,29,153,"['email', 'phone']",t,t
518297096,Keigo,6/5/2023,,within an hour,1,1,f,4,4,"['email', 'phone']",t,t
7927902,Mai,8/4/2013,"Tokyo, Japan",within an hour,1,1,t,12,12,"['email', 'phone']",t,t
511606029,Rio,4/24/2023,"Tokyo, Japan",within an hour,1,0.99,t,7,7,"['email', 'phone']",t,t
230910892,Risa & Kei,12/16/2018,,within an hour,1,1,f,43,134,"['email', 'phone']",t,t
536635596,龍也,9/11/2023,,within an hour,0.9,0.84,f,7,8,['phone'],f,t
520276911,Ayaka,6/16/2023,,within an hour,1,1,t,6,6,"['email', 'phone']",t,t
198744417,一居,6/29/2018,,within an hour,0.99,1,f,19,35,"['email', 'phone']",t,t
198552582,Masa,6/28/2018,"Tokyo, Japan",within an hour,1,1,f,29,153,"['email', 'phone']",t,t
124739107,Sanami,4/7/2017,Japan,within an hour,1,1,t,4,6,"['email', 'phone']",t,t
198552582,Masa,6/28/2018,"Tokyo, Japan",within an hour,1,1,f,29,153,"['email', 'phone']",t,t
536212436,明美,9/8/2023,"Tokyo, Japan",within an hour,1,1,f,10,11,"['email', 'phone']",t,t
49372130,Jo,11/18/2015,"Tokyo, Japan",within an hour,1,1,t,4,13,"['email', 'phone']",t,t
536866342,山田,9/12/2023,,within an hour,1,0.84,t,1,1,"['email', 'phone']",f,t
306372536,Koushin,11/2/2019,"Tokyo, Japan",within an hour,1,1,t,3,6,"['email', 'phone']",t,t
396299907,Horiike,4/10/2021,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
509688153,ルーチェ,4/12/2023,"Tokyo, Japan",within an hour,1,0.96,f,12,20,['phone'],t,t
94743304,松,9/12/2016,"Toshima, Japan",within an hour,1,0.99,t,4,10,['phone'],t,t
536735762,Plays,9/12/2023,"Tokyo, Japan",within an hour,1,1,t,1,1,"['email', 'phone']",t,t
536887694,慧美,9/13/2023,,within an hour,1,1,t,5,6,"['email', 'phone']",t,t
536887694,慧美,9/13/2023,,within an hour,1,1,t,5,6,"['email', 'phone']",t,t
200349143,Danyang,7/6/2018,"Tokyo, Japan",within a few hours,0.78,0.52,f,12,29,['phone'],t,t
200349143,Danyang,7/6/2018,"Tokyo, Japan",within a few hours,0.78,0.52,f,12,29,['phone'],t,t
410787346,Yasutaka,7/4/2021,,within an hour,1,1,f,4,4,"['email', 'phone']",t,t
465683966,Shu,6/23/2022,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
334226956,佐久間,2/7/2020,,within an hour,1,1,f,1,2,['phone'],t,t
247326938,Pqd,3/6/2019,"Tokyo, Japan",within an hour,1,1,f,154,236,"['email', 'phone']",t,t
188845498,其其格,5/10/2018,,within an hour,1,1,f,7,14,['phone'],t,t
292115979,俊介,9/5/2019,"Taito City, Japan",within an hour,0.99,1,t,57,58,"['email', 'phone']",t,t
533734810,祐里奈,8/24/2023,"Tokyo, Japan",within an hour,1,0.96,t,1,1,['phone'],t,t
61330265,Nagisa,3/2/2016,,within an hour,1,1,t,1,20,"['email', 'phone']",t,t
537084185,山田,9/14/2023,"Shinjuku City, Japan",within an hour,1,1,f,5,9,"['email', 'phone']",t,t
537084185,山田,9/14/2023,"Shinjuku City, Japan",within an hour,1,1,f,5,9,"['email', 'phone']",t,t
60963034,Wen,2/29/2016,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
226815980,Ken,11/21/2018,"Kawaguchi, Japan",within an hour,1,1,f,3,4,"['email', 'phone']",t,t
537181244,謙二郎,9/14/2023,,within an hour,1,1,,2,3,"['email', 'phone']",t,t
537182182,健介,9/14/2023,,within an hour,1,1,f,2,3,"['email', 'phone']",t,t
128187313,Aruko,4/30/2017,"Tokyo, Japan",within an hour,1,1,t,15,17,"['email', 'phone']",t,t
501006357,享子,2/14/2023,,within an hour,1,1,f,2,2,"['email', 'phone']",t,t
531984242,Kenji,8/15/2023,"Okinawa, Japan",within an hour,0.98,1,f,7,8,"['email', 'phone']",t,t
537216947,Yui,9/15/2023,,within an hour,1,1,f,1,1,"['email', 'phone']",t,t
75580326,Bingchen,6/3/2016,"Tokyo, Japan",within an hour,1,0.99,t,7,7,"['email', 'phone']",t,t
518641505,Yuki,6/6/2023,"Tokyo, Japan",within a few hours,1,0.99,f,4,8,"['email', 'phone']",t,t
537220277,Junsheng,9/15/2023,"Tokyo, Japan",within an hour,1,1,t,5,5,['phone'],t,t
230910892,Risa & Kei,12/16/2018,,within an hour,1,1,f,43,134,"['email', 'phone']",t,t
537263393,Xuan,9/15/2023,"Tokyo, Japan",within an hour,1,0.97,f,3,3,"['email', 'phone']",t,t
130807240,Yujing,5/17/2017,"Tokyo, Japan",within an hour,1,1,f,29,30,['phone'],t,t
130807240,Yujing,5/17/2017,"Tokyo, Japan",within an hour,1,1,f,29,30,['phone'],t,t
130807240,Yujing,5/17/2017,"Tokyo, Japan",within an hour,1,1,f,29,30,['phone'],t,t
130807240,Yujing,5/17/2017,"Tokyo, Japan",within an hour,1,1,f,29,30,['phone'],t,t
130807240,Yujing,5/17/2017,"Tokyo, Japan",within an hour,1,1,f,29,30,['phone'],t,t
220011603,Manami,10/11/2018,"Toshima City, Japan",within an hour,1,0.95,t,19,19,"['email', 'phone']",t,t
537338201,FL Hotel,9/15/2023,,within an hour,1,0.99,t,15,16,"['email', 'phone']",t,t
537335187,蓮,9/15/2023,,within an hour,1,1,f,5,6,"['email', 'phone']",t,t
537334251,望羽,9/15/2023,,within an hour,1,1,f,2,3,"['email', 'phone']",t,t
381127623,Point,12/22/2020,,within an hour,1,1,t,2,2,"['email', 'phone']",t,t
537335187,蓮,9/15/2023,,within an hour,1,1,f,5,6,"['email', 'phone']",t,t
321365764,Japan House,12/26/2019,"Tokyo, Japan",within an hour,1,1,,115,134,"['email', 'phone']",t,t
537335187,蓮,9/15/2023,,within an hour,1,1,f,5,6,"['email', 'phone']",t,t
459474232,Sogi,5/16/2022,"Tokyo, Japan",within an hour,0.98,1,f,7,9,"['email', 'phone']",t,t
537338201,FL Hotel,9/15/2023,,within an hour,1,0.99,t,15,16,"['email', 'phone']",t,t
537338201,FL Hotel,9/15/2023,,within an hour,1,0.99,t,15,16,"['email', 'phone']",t,t
518641505,Yuki,6/6/2023,"Tokyo, Japan",within a few hours,1,0.99,f,4,8,"['email', 'phone']",t,t
130807240,Yujing,5/17/2017,"Tokyo, Japan",within an hour,1,1,f,29,30,['phone'],t,t
255274063,Jie,4/11/2019,"Tokyo, Japan",within an hour,1,0.97,,83,123,"['email', 'phone']",t,t
255274063,Jie,4/11/2019,"Tokyo, Japan",within an hour,1,0.97,,83,123,"['email', 'phone']",t,t
255274063,Jie,4/11/2019,"Tokyo, Japan",within an hour,1,0.97,,83,123,"['email', 'phone']",t,t
255274063,Jie,4/11/2019,"Tokyo, Japan",within an hour,1,0.97,,83,123,"['email', 'phone']",t,t
